1,5173859.732
2,3716648.094
3,4348412.094
4,4019652.368
5,5540620.521
6,4339410.1
7,4729628.089
8,4437539.634
9,5725045.644
10,4475070.902
11,4432776.862
12,4056210.677
13,5720518.493
14,6173628.765
15,4006379.621
16,4343209.433
17,7014667.457
18,4556576.875
19,4814164.587
20,4509335.584
21,5145351.034
22,5200662.525
23,4501312.617
24,5299706.366
25,5307461.158
26,3894734.293
27,3854652.45
28,5001645.859
29,4987200.286
30,4739029.498
31,6184340.993
32,3547366.728
33,3541035.63
34,4999630.7
35,4232610.729
36,4042916.597
37,4023219.267
38,4994638.531
39,3540470.588
40,3945151.152
41,4994208.941
42,3996932.241
43,4514478.941
44,4445285.226
45,6244545.146
46,3542636.914
47,3664994.961
48,4146331.473
49,4716843.905
50,4730194.588
51,5629855.224
52,5609723.51
53,4112643.12
54,3926440.495
55,3683370.345
56,4526924.752
57,5103384.444
58,4853329.58
59,4513805.554
60,5212471.83
61,4612348.873
62,4240521.027
63,4389627.604
64,4109520.509
65,4592064.545
66,5098483.315
67,4815580.407
68,6863213.58
69,4528448.127
70,4153571.292
71,4735971.946
72,4632874.809
73,4086912.597
74,4475584.52
75,7432913.21
76,4596517.634
77,5422847.492
78,4556064.292
79,4436830.434
80,4887796.481
81,5666553.122
82,4266240.234
83,4373789.607
84,4866457.914
85,6663323.683
86,3060167.095
87,4681540.113
88,3902871.572
89,4950402.133
90,4664126.758
91,5656615.067
92,5139554.311
93,3147558.408
94,5712844.215
95,4878707.636
96,4891508.19
97,4620212.02
98,4403667.735
99,4041002.847
100,4436754.88
101,4268983.162
102,3546257.928
103,4871603.684
104,4325388.99
105,4570700.295
106,3494334.722
107,5330094.09
108,4473997.666
109,5674160.033
110,4114344.975
111,5272845.185
112,5193047.724
113,5478959.023
114,3876566.134
115,4766494.302
116,4647750.531
117,3807649.766
118,4717923.011
119,3446342.88
120,5253244.412
121,4740059.604
122,4886466.026
123,4056151.949
124,5468442.041
125,4186006.656
126,3826371.521
127,5808585.175
128,4154198.973
129,5510082.884
130,4166975.248
131,4067845.491
132,5064818.175
133,6059550.965
134,3742658.506
135,4429483.946
136,3778414.456
137,4151535.054
138,4502249.606
139,5742740.073
140,4213454.435
141,5765003.426
142,4572673.44
143,4988187.597
144,4762403.893
145,4388189.471
146,3750037.653
147,4491639.497
148,4048367.894
149,5290261.009
150,4672403.054
151,4523894.44
152,5092214.389
153,5364445.792
154,5751055.289
155,4197273.983
156,5864934.526
157,5288359.835
158,5241453.168
159,4172118.29
160,4209973.919
161,4340295.452
162,5111745.341
163,4613783.573
164,5657627.525
165,7291910.804
166,5468000.08
167,4350719.241
168,4328478.928
169,3971564.03
170,5416116.439
171,4219190.049
172,4045705.354
173,4306839.566
174,4947257.457
175,5402583.738
176,4445727.618
177,6317250.118
178,4755920.789
179,5009806.857
180,4511465.72
181,4452833.037
182,3765227.718
183,5372198.242
184,4704731.015
185,4506598.24
186,4255036.782
187,4700508.164
188,5716359.237
189,6124883.636
190,5056937.404
191,5247889.091
192,4030911.431
193,5401390.615
194,5711016.393
195,4354037.027
196,6199601.588
197,4703377.7
198,4342563.198
199,4822458.314
200,4579760.959
201,5774119.929
202,5208159.579
203,4918252.865
204,4357170.076
205,5587328.401
206,5890743.543
207,5683166.269
208,5092635.425
209,4668480.049
210,4452361.59
211,5891437.369
212,5018337.156
213,5648534.829
214,4264904.785
215,5789780.106
216,3984213.132
217,4730263.449
218,4670971.959
219,4694510.119
220,4642652.112
221,4913713.318
222,4887359.938
223,5612584.089
224,4669464.006
225,4698766.011
226,5329729.077
227,5860879.258
228,6452715.58
229,3942717.477
230,5493485.98
231,5591450.498
232,6368012.665
233,4793690.009
234,4270802.62
235,4227248.983
236,4788881.199
237,4126854.939
238,4384029.187
239,5510009.339
240,5281579.961
241,5002560.186
242,4830405.12
243,4780604.753
244,4269060.662
245,4883790.05
246,7285167.319
247,4178707.856
248,4736003.005
249,4999269.884
250,5427380.801
251,5129245.9
252,5280755.596
253,5735288.242
254,4372474.075
255,4802109.507
256,4931985.395
257,4458642.727
258,5518250.747
259,4022980.145
260,4804960.335
261,4461994.153
262,5552302.032
263,4505272.749
264,4294387.176
265,4281679.224
266,5042667.037
267,5140864.834
268,5877671.02
269,4178676.641
270,4344860.247
271,4282085.14
272,5376514.346
273,4577677.708
274,4858524.963
275,4248562.546
276,5503413.627
277,7613101.39
278,5603994.32
279,4964775.935
280,4136470.743
281,4433938.686
282,5665880.972
283,4498605.715
284,4349581.27
285,4320140.773
286,3443388.31
287,4796580.117
288,4958117.748
289,5899215.526
290,4241490.51
291,4806854.741
292,4544800.298
293,4454978.731
294,5081960.816
295,4886600.393
296,6249394.22
297,5345679.398
298,5176051.947
299,3963438.893
300,4847371.02
301,5248870.615
302,4254225.598
303,5852984.389
304,5454856.448
305,4646824.126
306,5486765.647
307,4098472.837
308,5479321.813
309,3987084.208
310,4123957.504
311,4790551.951
312,3920210.543
313,4967464.713
314,5309715.051
315,4103178.47
316,4489552.524
317,4424895.147
318,4822237.28
319,5721355.404
320,6349652.333
321,5864382.584
322,4504630.44
323,5016653.083
324,4780202.862
325,4609833.385
326,5995331.28
327,4883330.966
328,4706242.705
329,4771199.638
330,7430920.459
331,4336933.781
332,5870162.326
333,5055347.528
334,6428896.013
335,5962823.592
336,4462383.505
337,3786514.608
338,5567072.344
339,4553211.107
340,4546520.024
341,4792646.024
342,4565999.545
343,5106655.478
344,4599508.748
345,4583834.811
346,4291746.989
347,4033017.307
348,6243268.095
349,4936999.866
350,4463715.787
351,4715538.666
352,4938689.165
353,6081468.446
354,4265748.62
355,4578452.093
356,6377296.182
357,5242301.41
358,4495204.219
359,5104463.246
360,5057665.96
361,4216748.648
362,4385176.492
363,4204721.56
364,4651216.848
365,6246085.231
366,4598661.825
367,5149340.355
368,3992189.828
369,4385461.138
370,4893680.719
371,3979633.521
372,4749705.219
373,5167922.531
374,6271330.518
375,4843095.254
376,5087377.211
377,4927102.276
378,5576790.478
379,5066727.201
380,4222645.709
381,5487751.267
382,4094088.452
383,4514748.573
384,5003084.004
385,4800823.12
386,6470353.983
387,5061574.118
388,5914309.089
389,4256863.652
390,4768927.517
391,4744854.218
392,4603816.197
393,4710459.476
394,4620731.464
395,5351742.136
396,3911606.603
397,5274014.347
398,4714993.934
399,5914777.04
400,6463184.998
401,4726558.103
402,4099224.178
403,4858873.511
404,4869007.82
405,4038441.211
406,3847247.195
407,4875172.297
408,4873463.083
409,3756850.744
410,4251544.724
411,4435464.37
412,4097883.289
413,4791953.525
414,4929656.168
415,5140545.739
416,5820881.175
417,5860565.344
418,3918531.524
419,4915795.629
420,5396082.559
421,4852100.966
422,4922163.173
423,5436258.88
424,3912148.459
425,4960636.753
426,4059033.386
427,4305680.155
428,3827771.662
429,4937465.55
430,4813220.165
431,4777064.901
432,4856530.584
433,4226073.203
434,7015194.253
435,3824065.558
436,4217210.115
437,4848080.781
438,3830567.606
439,4707022.711
440,6764373.317
441,4948206.769
442,4507710.049
443,5262712.758
444,5356602.145
445,4507141.584
446,5503694.883
447,6438681.517
448,4732560.066
449,4732219.02
450,7810678.933
451,5483735.097
452,5062132.695
453,3799780.215
454,5091473.479
455,5067360.544
456,5140482.398
457,4342644.56
458,5453363.34
459,3958036.06
460,3377269.601
461,5328622.384
462,4648078.108
463,5796599.551
464,4230242.217
465,5584180.803
466,4641205.522
467,5112650.025
468,4179764.067
469,3896054.194
470,5939818.244
471,5102852.96
472,4747753.264
473,4387166.279
474,5001352.165
475,5330714.422
476,4749047.531
477,4058183.934
478,4865362.384
479,4189720.829
480,4179898.037
481,5427309.661
482,8043060.517
483,4041169.45
484,4559550.641
485,5498981.499
486,4986238.561
487,3988313.919
488,5673633.675
489,4178260.264
490,4459101.425
491,5002425.43
492,4287990.545
493,4210911.993
494,5197814.419
495,5390788.94
496,4555051.384
497,4843018.435
498,5426917.125
499,4306798.305
500,5597605.774
501,4907797.266
502,3978727.216
503,3930485.995
504,6270919.913
505,6180660.489
506,4358579.701
507,5297955.264
508,4799921.097
509,4517651.596
510,4847491.09
511,4418331.231
512,4432327.605
513,4134641.447
514,5775094.88
515,4702027.829
516,3877130.854
517,4291856.565
518,4676454.769
519,4340388.979
520,4452100.05
521,5458477.741
522,5893957.092
523,5240370.269
524,5021617.93
525,4331163.951
526,4945458.941
527,4752446.06
528,5213246.224
529,4958982.2
530,4699546.032
531,4450882.565
532,5889395.863
533,5080034.56
534,4381140.54
535,5489309.592
536,5684181.786
537,4423431.813
538,5368891.535
539,4469661.475
540,6164134.431
541,4661417.346
542,4625894.872
543,4386087.103
544,4398943.775
545,4124164.796
546,4574013.498
547,4338527.803
548,5547888.284
549,4440212.605
550,5189852.61
551,4351143.665
552,4588881.962
553,5844182.867
554,5026253.318
555,4347164.322
556,5033887.107
557,4197548.101
558,5047204.308
559,5131647.729
560,5115835.581
561,5660496.168
562,6031864.659
563,4084796.478
564,4411455.127
565,4911837.718
566,5698388.34
567,4229618.575
568,6234837.468
569,4430308.575
570,4243028.54
571,5794039.607
572,6995929.423
573,4881179.66
574,4307082.244
575,5532941.036
576,4291014.594
577,9376545.179
578,4521320.572
579,4064788.903
580,4544531.404
581,4834286.033
582,4557503.095
583,4995634.002
584,5594384.673
585,4923895.407
586,4379821.515
587,4391982.521
588,4610049.52
589,4759821.508
590,4777485.828
591,5331340.722
592,3848088.009
593,4466449.359
594,4652182.174
595,4556767.236
596,5018252.864
597,5965295.295
598,5231703.642
599,4049087.088
600,5809919.155
601,5099357.254
602,4767386.87
603,6019382.941
604,4260008.583
605,4946292.413
606,4864576.108
607,4465134.129
608,5190215.43
609,4791338.295
610,6464737.748
611,5991875.507
612,3972018.391
613,4386790.15
614,5409653.124
615,4878758.027
616,5259369.393
617,4947359.417
618,5138318.361
619,6337397.352
620,4631214.415
621,4428807.922
622,5957494.949
623,4789618.936
624,4484215.348
625,4669330.433
626,4972388.333
627,3605103.73
628,5113396.532
629,3972877.375
630,5720072.393
631,6523265.424
632,5970389.699
633,4521441.851
634,5236551.842
635,3999324.423
636,4687186.016
637,5525767.945
638,3993132.429
639,5010445.985
640,5596120.151
641,4712557.813
642,5229804.619
643,4273417.953
644,5239744.249
645,5529606.271
646,4046711.924
647,6233189.077
648,3742579.248
649,4730229.748
650,4639121.945
651,3834747.215
652,4263258.423
653,4918573.225
654,4335202.147
655,5400261.513
656,6090104.021
657,4132502.593
658,4747989.941
659,5832816.213
660,4069951.745
661,6117424.904
662,5622080.458
663,5439537.577
664,4210379.793
665,4474052.774
666,4323779.062
667,5641159.228
668,4181277.392
669,4911596.793
670,4572032.863
671,7275274.671
672,6465219.683
673,4727943.711
674,3816064.733
675,5322294.909
676,5211753.352
677,4940950.527
678,4371409.501
679,5195190.001
680,5200899.604
681,4191874.535
682,4971503.851
683,4452492.32
684,4526160.469
685,4222548.734
686,4970770.689
687,4359589.876
688,3520314.534
689,4586835.125
690,4300145.223
691,4399906.513
692,4917538.546
693,5714716.208
694,4429457.979
695,4915848.481
696,4320483.597
697,4738860.3
698,5087172.458
699,4564114.985
700,4304766.927
701,6092142.937
702,3846606.121
703,5803293.882
704,5045863.284
705,5058150.956
706,4840613.197
707,5906382.438
708,5556470.745
709,5087663.473
710,4541317.953
711,5133018.368
712,6138049.362
713,4348758.575
714,4065625.57
715,4329350.25
716,3940377.874
717,4622363.635
718,4344890.155
719,5449657.671
720,5544902.49
721,4762936.066
722,7539281.701
723,4979161.016
724,5523662.753
725,4456949.867
726,5419451.384
727,4680662.194
728,4076656.929
729,4841357.692
730,4949608.147
731,3715357.511
732,3868518.75
733,4134420.993
734,7774303.738
735,5157535.926
736,4780712.8
737,5651991.5
738,3932842.724
739,5150883.707
740,4283271.263
741,4315129.47
742,4960632.228
743,5341548.257
744,4475526.691
745,4851414.77
746,4486702.767
747,4381582.613
748,5376167.565
749,5372858.187
750,5496828.855
751,6231094.807
752,4116269.869
753,4555623.489
754,4462782.708
755,4283555.345
756,4045996.776
757,4125831.194
758,5214439.782
759,5218742.283
760,5430061.089
761,5744909.216
762,4197243.527
763,5831764.598
764,4473543.393
765,4265517.111
766,5376891.654
767,4564589.698
768,4267200.364
769,3792844.876
770,4850030.26
771,4052030.57
772,4527603.818
773,5284503.433
774,4521104.134
775,4719023.234
776,4338358.324
777,3956242.095
778,4258267.98
779,4337374.352
780,4140249.444
781,5498321.473
782,4483984.405
783,4577378.86
784,5042499.454
785,4707956.985
786,4231222.269
787,5800045.24
788,4241775.645
