Id,Prediction
0,5330928.765
1,4057102.714
2,2111893.676
3,3662917.406
4,6519961.064
5,7366387.065
6,3427289.126
7,1663854.192
8,6954984.365
9,-659062.9
10,7708649.928
11,3606951.773
12,2181399.185
13,6588664.645
14,5307246.572
15,4109443.736
16,10458895.13
17,1172983.011
18,10044825.83
19,6041356.14
20,5426943.321
21,1062618.913
22,4246283.351
23,3871512.087
24,9789575.224
25,6365543.511
26,3452818.161
27,3838707.164
28,6142771.093
29,1867212.729
30,6655868.823
31,5458151.529
32,495113.84
33,3657469.977
34,3307224.744
35,4573080.8
36,2879519.288
37,12474266.65
38,1921013.074
39,-2953684.703
40,3796213.203
41,969969.227
42,13015614.1
43,8237976.516
44,11558073.96
45,2800595.182
46,3250284.935
47,259298.023
48,-3458431.658
49,6624618.478
50,5627903.386
51,7706587.527
52,5340680.265
53,-464937.887
54,4977082.243
55,4894539.513
56,2594550.519
57,8334933.024
58,4800168.748
59,3208440.188
60,4918516.068
61,5957608.254
62,639283.766
63,2507276.857
64,5316150.215
65,6067598.291
66,4950568.034
67,5116557.293
68,5324312.975
69,3885586.351
70,3490754.317
71,4087589.453
72,-260244.281
73,5841526.387
74,6555192.253
75,5419331.93
76,3429897.279
77,4811824.782
78,4524647.456
79,1304278.281
80,9298593.459
81,5949293.788
82,5353569.163
83,5960727.75
84,7785621.463
85,3262995.052
86,4818288.889
87,3013728.197
88,3813072.857
89,11518013.91
90,5876458.753
91,5144172.428
92,4533155.959
93,413464.559
94,5935701.839
95,3448151.53
96,3867881.761
97,5158157.068
98,4791543.227
99,6567020.232
100,3723512.295
101,4571365.481
102,5213198.642
103,5394948.03
104,5592668.336
105,-2378029.296
106,15783773.72
107,4548498.424
108,6889076.311
109,7776245.499
110,6988285.159
111,13862977.1
112,5368751.74
113,2182752.993
114,4971126.189
115,2377640.445
116,6012655.117
117,1737531.207
118,5967251.391
119,12239223.15
120,3820179.323
121,5209482.124
122,6129354.873
123,4844128.371
124,3542953.022
125,-8504628.971
126,-7171.172
127,4320735.835
128,14107892.09
129,2197148.172
130,4896110.019
131,1019339.074
132,8080282.525
133,12741421.04
134,2171478.227
135,-4620496.195
136,5665944.314
137,12531675.45
138,3291740.851
139,4437156.572
140,5360194.124
141,6345746.715
142,9093475.627
143,3505066.567
144,7985571.247
145,-4454229.999
146,944346.725
147,461753.847
148,4389403.91
149,1537154.365
150,5482951.156
151,3880850.142
152,5259334.706
153,12393589.05
154,5774006.808
155,6700101.443
156,4581203.697
157,7561344.773
158,4032729.535
159,4183074.291
160,4560825.795
161,5679680.607
162,-6515739.171
163,5057695.522
164,6300936.652
165,4870165.139
166,4631043.879
167,1886531.803
168,2506300.211
169,3114331.283
170,3594639.737
171,1604522.062
172,-3199579.146
173,6086448.302
174,7864765.672
175,3789995.491
176,4775014.886
177,5911084.266
178,3766317.093
179,5349905.237
180,4420981.122
181,2814728.499
182,161767.409
183,9183305.612
184,2920263.393
185,5846362.707
186,2457272.448
187,5243138.576
188,8414529.56
189,5425104.217
190,3986803.084
191,1055599.425
192,6605319.287
193,6680751.548
194,5301621.61
195,6735803.027
196,8247317.694
197,4435954.942
198,3450588.325
199,4086147.803
200,2861377.57
201,3826067.929
202,4605809.65
203,5388887.832
204,5578493.96
205,4878474.989
206,2178965.044
207,-2130583.778
208,3580303.05
209,4320735.835
210,4861121.082
211,5806808.387
212,4411437.757
213,4492608.947
214,2373910.968
215,3326605.413
216,1337658.077
217,5589136.168
218,4438519.362
219,4286566.905
220,3982418.433
221,5115938.184
222,3285248.652
223,6184168.775
224,4217296.626
225,12003254.76
226,4035937.26
227,7423851.773
228,1183022.814
229,15966445.5
230,8385143.545
231,9115895.854
232,5443105.389
233,4569226.647
234,2748724.941
235,1926016.447
236,7107120.938
237,3732301.281
238,9768711.67
239,5756086.422
240,1618028.314
241,5035812.836
242,4801097.396
243,2693060.464
244,27027.703
245,7318378.529
246,1647929.841
247,4690512.073
248,5489503.127
249,4005720.995
250,-568622.225
251,4404870.247
252,4163138.879
253,3154265.052
254,4849953.825
255,4836415.583
256,4478073.682
257,5534821.397
258,3595087.498
259,5178976.307
260,5102175.995
261,-480934.051
262,5371972.014
263,3668711.814
264,6022601.212
265,3773311.174
266,5802805.039
267,6050012.112
268,3398805.538
269,3564028.307
270,4713085.284
271,5428243.163
272,4323795.799
273,4559086.042
274,2888421.656
275,2321500.023
276,16426824.62
277,6657796.232
278,6265399.176
279,3413646.433
280,2879519.288
281,6737462.724
282,7220444.021
283,1221686.508
284,4337626.581
285,662589.73
286,-3753122.385
287,3450103.851
288,8806619.088
289,900699.955
290,1698933.376
291,4723949.98
292,4984835.176
293,5766241.258
294,4347887.374
295,6991337.38
296,4247334.627
297,2269658.035
298,5596196.88
299,5284497.264
300,7364866.855
301,4337866.359
302,5979945.558
303,6809818.623
304,5392302.638
305,7758781.065
306,5221987.628
307,5093164.11
308,492557.292
309,2137161.448
310,5494044.552
311,4758919.592
312,6048325.409
313,1968577.647
314,-2267242.021
315,-2404810.774
316,4837055.749
317,6847965.285
318,3735095.101
319,5856200.924
320,5659824.814
321,5243774.671
322,3694131.195
323,-4547377.189
324,2512545.744
325,4992967.984
326,6693239.363
327,3401538.346
328,3919855.393
329,5239940.562
330,2856303.287
331,4435521.944
332,4007597.65
333,4593802.993
334,2772601.043
335,7562697.835
336,2925704.076
337,3761325.237
338,3321510.157
339,2611448.669
340,2882955.816
341,4163418.882
342,9170531.7
343,5662193.103
344,5529985.077
345,4281135.881
346,4637237.811
347,5663132.422
348,5964667.21
349,4638085.282
350,4969106.977
351,5897989.721
352,6050012.112
353,3536855.904
354,1458551.141
355,5569481.27
356,3403081.007
357,5612450.184
358,5806808.387
359,4339912.108
360,1353268.546
361,5614499.388
362,7825483.963
363,4090308.294
364,7214739.991
365,5650575.369
366,3947006.931
367,3533509.252
368,9057856.228
369,3315203.235
370,3815489.082
371,8205512.601
372,10546071.54
373,7159087.476
374,4646109.001
375,1398622.126
376,4843422.405
377,4202944.856
378,-1365413.789
379,7343077.483
380,450461.014
381,1566632.726
382,4487049.139
383,5705905.461
384,2750733.261
385,10873875.22
386,4034542.935
387,5494890.982
388,3121974.709
389,5688267.844
390,466980.446
391,2193395.17
392,4939799.822
393,5635312.417
394,2210908.844
395,4943709.041
396,8887034.64
397,8343706.54
398,5129104.634
399,5203103.58
400,4322507.429
401,-1545320.937
402,3920916
403,5712157.472
404,4602944.535
405,1503943.979
406,6118005.398
407,3779960.222
408,-741686.369
409,4200701.303
410,6612665.065
411,3093085.397
412,3952768.404
413,-38935.047
414,1402677.929
415,9722896.782
416,5828870.589
417,4133181.724
418,4567412.815
419,6350583.034
420,7514944.399
421,7066776.198
422,5864437.668
423,2833975.728
424,1813176.927
425,7102110.919
426,5380710.061
427,2710521.952
428,6122548.462
429,6998431.013
430,4201076.75
431,4728224.192
432,3451476.265
433,4818096.131
434,4217028.16
435,669605.96
436,4489865.626
437,34694.572
438,6439546.397
439,4518144.457
440,5064003.798
441,291261.434
442,5592668.336
443,8286782.528
444,10650043.4
445,4619924.84
446,4270337.786
447,5282592.712
448,1177109.503
449,5735719.965
450,4373292.874
451,5939287.265
